"auc","precision","recall","f1measure","gmean","recall20","fp","fn","waste_effort","all_effort"
0.843509107653338,0.619156214367161,0.329490291262136,0.43009900990099,0.561160082007535,0.778519417475728,334,1105,37104,101643
0.837411043658785,0.599226804123711,0.285451197053407,0.386694386694387,0.523066615322505,0.769183548189073,311,1164,38043,88098
0.840700015833744,0.638216560509554,0.289428076256499,0.398251192368839,0.527533603328627,0.770075101097631,284,1230,30084,89439
0.839562144951439,0.616891064871481,0.308823529411765,0.411596570028583,0.543983535468595,0.783088235294118,313,1128,30574,85803
0.8453726671977,0.623910336239103,0.301989150090416,0.406986190089358,0.538324510952126,0.776974080771549,302,1158,26347,92141
0.842525189908293,0.595121951219512,0.301234567901235,0.4,0.536609276126925,0.764814814814815,332,1132,37360,98651
0.842615143472242,0.580571428571429,0.315527950310559,0.408853118712274,0.547864721995788,0.769565217391304,367,1102,37593,98810
0.84099249129851,0.605194805194805,0.284146341463415,0.386721991701245,0.522115236428267,0.790243902439024,304,1174,40120,88544
0.839816927990142,0.608383233532934,0.303646144650329,0.405103668261563,0.538905852255746,0.763299462044232,327,1165,40630,107950
0.836234136749779,0.599195710455764,0.269439421338156,0.371725571725572,0.508549677338893,0.76130198915009,299,1212,30648,93168
0.842748159438378,0.606356968215159,0.297005988023952,0.398713826366559,0.533229727625799,0.782634730538922,322,1174,37248,92788
0.839707850633142,0.604042806183115,0.315527950310559,0.41452468380253,0.54908997907737,0.785714285714286,333,1102,35076,92456
0.843673314344651,0.594104308390023,0.320489296636086,0.416368692888359,0.552372546204341,0.775535168195719,358,1111,35395,100716
0.842706067455056,0.629533678756477,0.290322580645161,0.39738348323794,0.52834108435999,0.771804062126643,286,1188,37059,98312
0.842453793130835,0.608695652173913,0.28256880733945,0.385964912280702,0.521007454982884,0.773700305810398,297,1173,36155,94800
0.837510144878041,0.590852904820766,0.292533659730722,0.391322144903807,0.528951505668707,0.769277845777234,331,1156,35890,87752
0.838639331219605,0.591013824884793,0.306634787806336,0.403778040141677,0.540357263371937,0.786013150029886,355,1160,39943,102924
0.836913664878119,0.59052247873633,0.292418772563177,0.391146881287726,0.528361935527852,0.776173285198556,337,1176,33288,89205
0.840638526747853,0.593891402714932,0.321888412017167,0.417495029821074,0.553634753820637,0.775597792765175,359,1106,43239,105010
0.842263500574493,0.626086956521739,0.3,0.405633802816901,0.536558889926585,0.780357142857143,301,1176,36069,92359
0.843554412874928,0.618204804045512,0.295289855072464,0.39967306906416,0.532409107349599,0.769323671497585,302,1167,43757,106994
0.841403528881975,0.616184971098266,0.328,0.428112449799197,0.559920925003272,0.774769230769231,332,1092,42931,105871
0.844943902033174,0.627475247524752,0.304870715574263,0.410360178065561,0.540906200208751,0.786530366806975,301,1156,32277,100122
0.832242158513345,0.601918465227818,0.308353808353808,0.407798537774167,0.542754851181575,0.77948402948403,332,1126,41557,102594
0.838512943295066,0.603614457831325,0.308307692307692,0.408146639511202,0.542969283162593,0.769230769230769,329,1124,32847,96468
0.842955301244321,0.626334519572954,0.312426035502959,0.416896960126332,0.547213515597798,0.787573964497041,315,1162,31183,93301
0.843213934588449,0.635479951397327,0.311309523809524,0.417898521773871,0.546615674549566,0.782142857142857,300,1157,30590,86815
0.833544409129178,0.602230483271376,0.294188861985472,0.395282635217568,0.530529757522195,0.779055690072639,321,1166,38156,90566
0.838517363828645,0.587759815242494,0.308859223300971,0.404932378679395,0.542371937764847,0.759101941747573,357,1139,45141,106836
0.839560559272757,0.588306942752741,0.292904790782292,0.391093117408907,0.52874663871631,0.780473013947847,338,1166,30797,90865
0.839427694475512,0.626065773447016,0.301643192488263,0.407128712871287,0.537754222967613,0.765258215962441,307,1190,44139,100339
0.834332914332469,0.595410628019324,0.304320987654321,0.402777777777778,0.539165024027696,0.774691358024691,335,1127,35586,96656
0.836955927074952,0.597069597069597,0.294755877034358,0.394673123486683,0.53073228073084,0.776974080771549,330,1170,34272,91086
0.837228945900279,0.601907032181168,0.301312649164678,0.401590457256461,0.536499095491568,0.768496420047733,334,1171,33785,92757
0.838732460633724,0.58968347010551,0.309157959434542,0.405645161290323,0.542945647059196,0.771972956361401,350,1124,45535,107764
0.839556312333081,0.587557603686636,0.314232902033272,0.409474106784424,0.547225871560943,0.775107825015404,358,1113,37537,96081
0.834268414877136,0.579481397970688,0.309079975947084,0.403137254901961,0.542046345718025,0.763680096211666,373,1149,39622,110962
0.835223861633023,0.608125819134993,0.291091593475533,0.393720831565549,0.528672368639013,0.778544542032622,299,1130,36146,88500
0.837507027847747,0.608966376089664,0.294578313253012,0.397076735688185,0.531399206366809,0.775301204819277,314,1171,37228,101446
0.832054449009309,0.60025873221216,0.282926829268293,0.384583506009117,0.520842065730183,0.776219512195122,309,1176,34446,84797
0.837310986923953,0.622077922077922,0.283767772511848,0.389747762408462,0.522089110311745,0.761848341232227,291,1209,32455,100972
0.83583592896791,0.632944228274968,0.286721504112808,0.394662353416903,0.525232582602103,0.787896592244418,283,1214,33541,84257
0.842630726361152,0.62568306010929,0.278928136419001,0.385846672283067,0.518381041901067,0.786845310596833,274,1184,34321,83876
0.840291877811713,0.619718309859155,0.294224924012158,0.399010717230008,0.5315501731836,0.782978723404255,297,1161,38521,89546
0.841120916118829,0.63510101010101,0.304479418886199,0.411620294599018,0.541076699338875,0.782082324455206,289,1149,28547,89763
0.83210998020978,0.588306942752741,0.288358208955224,0.387019230769231,0.524732101018547,0.745074626865672,338,1192,47079,111792
0.844896585544092,0.626751592356688,0.296385542168675,0.402453987730061,0.533698856624415,0.777710843373494,293,1168,31917,87323
0.838427618728535,0.596997690531178,0.311070998796631,0.409018987341772,0.544567023333219,0.771961492178099,349,1145,37729,91296
0.838398635576622,0.616580310880829,0.284179104477612,0.389047813649367,0.52244619588557,0.781492537313433,296,1199,35162,92056
0.849460279819585,0.646825396825397,0.293693693693694,0.403965303593556,0.532110058605674,0.766366366366366,267,1176,25636,85398
0.83691170591698,0.604819277108434,0.293911007025761,0.39558707643814,0.530249347694131,0.781615925058548,328,1206,30041,88587
0.84389447088282,0.632467532467533,0.296589524969549,0.403814262023217,0.534271242244983,0.772228989037759,283,1155,32021,87242
0.846082310995347,0.631989596879064,0.299261083743842,0.406184705390723,0.536644206196955,0.7814039408867,283,1138,31138,79717
0.839882265179035,0.584928229665072,0.298170731707317,0.394991922455574,0.533302967980172,0.78109756097561,347,1151,33303,92870
0.840111401154636,0.594132029339853,0.303939962476548,0.402151427389326,0.539089052601906,0.774859287054409,332,1113,47828,97328
0.841473393142535,0.60997442455243,0.28821752265861,0.391464915880181,0.525802699719636,0.75226586102719,305,1178,39287,99794
0.835733126001929,0.625154130702836,0.297360703812317,0.40302066772655,0.534047951441602,0.775953079178886,304,1198,34889,83431
0.835881090736354,0.612422360248447,0.299150485436893,0.401956787607012,0.535386867454006,0.793689320388349,312,1155,31416,94648
0.839008481229286,0.598765432098765,0.296636085626911,0.396728016359918,0.532627553131194,0.762691131498471,325,1150,37037,91699
0.843054408280609,0.604353393085788,0.286755771567436,0.388957560774619,0.524342568781506,0.767314702308627,309,1174,34187,105489
0.837567156092827,0.593670886075949,0.289327575570635,0.389050186644546,0.526340673446285,0.779765576804442,321,1152,35256,86035
0.847769823382975,0.61251504211793,0.314197530864198,0.415340677274582,0.548438586098551,0.775925925925926,322,1111,42653,98875
0.84367355135815,0.617683686176837,0.293838862559242,0.398233641107989,0.530730460015688,0.776658767772512,307,1192,37373,90778
0.839969264523817,0.600481347773766,0.300965018094089,0.400964242667738,0.536226135107364,0.787696019300362,332,1159,32705,87280
0.840476635476535,0.61519302615193,0.295808383233533,0.399514759401537,0.532507217881287,0.779640718562874,309,1176,32122,90424
