"auc","precision","recall","f1measure","gmean","recall20","fp","fn","waste_effort","all_effort"
0.819847008440914,0.559322033898305,0.217105263157895,0.312796208530806,0.45874691700649,0.782894736842105,26,119,5759,16594
0.816548098417715,0.5,0.242236024844721,0.326359832635983,0.480791800309189,0.726708074534162,39,122,16175,28472
0.825729897611361,0.714285714285714,0.195530726256983,0.307017543859649,0.438603884336979,0.798882681564246,14,144,9720,14524
0.829478279539111,0.59375,0.24203821656051,0.343891402714932,0.484734398614659,0.751592356687898,26,119,20252,30140
0.822041363178777,0.619047619047619,0.166666666666667,0.262626262626263,0.404459361251254,0.83974358974359,16,130,3152,12569
0.81528293392181,0.653846153846154,0.21656050955414,0.325358851674641,0.460481926216704,0.840764331210191,18,123,4823,8981
0.84995096436744,0.589041095890411,0.292517006802721,0.390909090909091,0.531485067785164,0.870748299319728,30,104,4469,13418
0.831404243036513,0.645161290322581,0.24390243902439,0.353982300884956,0.487393389729042,0.865853658536585,22,124,3720,8668
0.815892501403727,0.60655737704918,0.245033112582781,0.349056603773585,0.488060366441771,0.76158940397351,24,114,14455,23829
0.831088901401401,0.560606060606061,0.256944444444444,0.352380952380952,0.498551141549932,0.826388888888889,29,107,3196,11688
0.830760103819058,0.5875,0.303225806451613,0.4,0.540114930298205,0.780645161290323,33,108,19858,30277
0.82198545577541,0.555555555555556,0.259259259259259,0.353535353535354,0.500971489828349,0.837037037037037,28,100,6072,11986
0.843012044618488,0.765957446808511,0.226415094339623,0.349514563106796,0.472734710051606,0.861635220125786,11,123,796,10601
0.827439775428948,0.608695652173913,0.259259259259259,0.363636363636364,0.501137316119332,0.765432098765432,27,120,15067,26371
0.817352892148691,0.545454545454545,0.257142857142857,0.349514563106796,0.498137889437067,0.75,30,104,17683,26494
0.821511299435028,0.661538461538462,0.26875,0.382222222222222,0.511926956742413,0.9,22,117,4693,11396
0.819335598338996,0.625,0.2,0.303030303030303,0.442631889731721,0.806666666666667,18,120,11465,21785
0.826834862385321,0.619718309859155,0.263473053892216,0.369747899159664,0.505287104483658,0.832335329341317,27,123,10844,21232
0.837418090083335,0.591549295774648,0.285714285714286,0.385321100917431,0.525548675699757,0.816326530612245,29,105,15018,22614
0.823353080737047,0.553571428571429,0.19620253164557,0.289719626168224,0.436689145853996,0.79746835443038,25,127,3050,11480
0.830655290911245,0.675,0.186206896551724,0.291891891891892,0.428292022068813,0.779310344827586,13,118,11530,20703
0.835051001931434,0.5625,0.236842105263158,0.333333333333333,0.478787096248974,0.822368421052632,28,116,6237,12676
0.853874205419873,0.755102040816326,0.211428571428571,0.330357142857143,0.456571657194387,0.845714285714286,12,138,1595,14612
0.829923273657289,0.576923076923077,0.196078431372549,0.292682926829268,0.437198831978698,0.751633986928105,22,123,10139,23355
0.815777093490719,0.630769230769231,0.253086419753086,0.361233480176211,0.496056929600092,0.845679012345679,24,121,3323,10455
0.817007637105354,0.582089552238806,0.225433526011561,0.325,0.466940679147111,0.809248554913295,28,134,5812,18752
0.805106075523232,0.621212121212121,0.277027027027027,0.383177570093458,0.518544836766466,0.783783783783784,25,107,15509,28045
0.805848422742927,0.582089552238806,0.245283018867925,0.345132743362832,0.487434276524965,0.779874213836478,28,120,4126,13299
0.817858769931663,0.597014925373134,0.266666666666667,0.368663594470046,0.508395722922411,0.733333333333333,27,110,12612,18401
0.829702251270879,0.633802816901408,0.294117647058824,0.401785714285714,0.534189226310395,0.712418300653595,26,108,21020,35214
0.827421586365226,0.642857142857143,0.184931506849315,0.287234042553192,0.426441949068189,0.856164383561644,15,119,2192,4629
0.839747307373654,0.736842105263158,0.164705882352941,0.269230769230769,0.403451006591495,0.817647058823529,10,142,960,8198
0.818209945212337,0.6,0.219512195121951,0.321428571428571,0.46206603411727,0.804878048780488,24,128,11928,18586
0.786626045187689,0.439393939393939,0.188311688311688,0.263636363636364,0.424685629760423,0.753246753246753,37,125,18312,28861
0.825189753320683,0.642857142857143,0.264705882352941,0.375,0.507032410210695,0.823529411764706,25,125,13403,21296
0.82314976872109,0.629032258064516,0.256578947368421,0.364485981308411,0.499570073945936,0.769736842105263,23,113,21656,31590
0.816684944975986,0.53968253968254,0.219354838709677,0.311926605504587,0.46032302626238,0.851612903225806,29,121,6950,14644
0.820466409057013,0.590163934426229,0.218181818181818,0.31858407079646,0.460522026522892,0.836363636363636,25,129,2809,11174
0.84116838023088,0.542372881355932,0.207792207792208,0.300469483568075,0.448663238185057,0.818181818181818,27,122,16013,24221
0.82083916200373,0.569444444444444,0.294964028776978,0.388625592417062,0.533273690210193,0.748201438848921,31,98,15294,27594
0.820964227286877,0.690909090909091,0.214689265536723,0.327586206896552,0.458705331845939,0.796610169491525,17,139,10965,17657
0.831690322580645,0.666666666666667,0.270967741935484,0.385321100917431,0.514261136125444,0.832258064516129,21,113,2487,11920
0.822846666052963,0.576923076923077,0.196078431372549,0.292682926829268,0.437053055458333,0.790849673202614,22,123,6600,11674
0.800762341276337,0.593220338983051,0.23489932885906,0.336538461538462,0.477861499155544,0.865771812080537,24,114,5981,13831
0.804214061239814,0.569230769230769,0.225609756097561,0.323144104803493,0.46734003467748,0.829268292682927,28,127,15502,27174
0.814035557937997,0.536231884057971,0.237179487179487,0.328888888888889,0.477874935494853,0.846153846153846,32,119,3862,7699
0.849561540637515,0.553571428571429,0.202614379084967,0.296650717703349,0.443672375686173,0.77124183006536,25,122,12022,20705
0.844989147518898,0.647058823529412,0.212903225806452,0.320388349514563,0.45657140820425,0.825806451612903,18,122,4117,15265
0.829554973295717,0.526315789473684,0.177514792899408,0.265486725663717,0.414833485569326,0.775147928994083,27,139,12404,18985
0.814413875100812,0.563636363636364,0.219858156028369,0.316326530612245,0.462246935103231,0.808510638297872,24,110,11914,17111
0.831839295016496,0.625,0.288461538461538,0.394736842105263,0.528839247614695,0.814102564102564,27,111,4102,18853
0.829958917238005,0.586206896551724,0.192090395480226,0.28936170212766,0.431997256672544,0.819209039548023,24,143,14141,22473
0.81610249989206,0.619047619047619,0.245283018867925,0.351351351351351,0.488413306939501,0.792452830188679,24,120,12326,21989
0.84324437030859,0.685185185185185,0.224242424242424,0.337899543378995,0.468903748763721,0.83030303030303,17,128,858,11151
0.801274835368942,0.589041095890411,0.263803680981595,0.364406779661017,0.504705722445194,0.773006134969325,30,120,16632,23470
0.821354166666667,0.629032258064516,0.24375,0.351351351351351,0.487000918239583,0.80625,23,121,5446,14239
0.831580659509915,0.684210526315789,0.220338983050847,0.333333333333333,0.464411955079103,0.84180790960452,18,138,3157,10547
0.821244556461261,0.5,0.23021582733813,0.315270935960591,0.471220251325869,0.848920863309353,32,107,13687,22217
