"Classifier","Project","Old","New","ratio"
"RF","Derby",0.320386112330563,0.318422765404148,"-1%"
"","OpenJPA",0.280352994701877,0.259020136238141,"-8%"
"LR","Derby",0.251447785687538,0.255096775954352," 1%"
"","OpenJPA",0.168334061155421,0.176629123761303," 5%"
"NB","Derby",0.273355145456541,0.273997701144407," 0%"
"","OpenJPA",0.239505165105867,0.236579624432411,"-1%"
