"auc","precision","recall","f1measure","gmean","recall20","MCC","fp","fn","waste_effort","all_effort"
0.755780742667686,0.305084745762712,0.652719665271967,0.415815193247446,0.684683713173728,0.595536959553696,0.286401075039218,1066,249,162744,236295
0.760634315931528,0.338213762811127,0.620967741935484,0.437914691943128,0.685406020668826,0.584677419354839,0.305344232910175,904,282,133575,212925
0.7656195635966,0.31718963165075,0.656779661016949,0.427782888684453,0.693909227066711,0.614406779661017,0.303348976914603,1001,243,138965,209812
0.746451384226176,0.318872017353579,0.613351877607789,0.419600380589914,0.676535749147336,0.582753824756606,0.286118394392105,942,278,137553,204106
0.757976946334089,0.307011572498298,0.644285714285714,0.415859843245735,0.686128071801896,0.605714285714286,0.290020884598782,1018,249,144278,213304
0.758945241631977,0.314532183145322,0.654696132596685,0.424921559838637,0.689216919631598,0.624309392265193,0.296162675155909,1033,250,151504,214465
0.765219593905651,0.323198942498348,0.659029649595687,0.43370288248337,0.692735701798348,0.607816711590296,0.304046122800936,1024,253,135128,211157
0.761817227094139,0.305740987983979,0.659942363112392,0.417883211678832,0.689559229557606,0.621037463976945,0.292469310939712,1040,236,144930,213391
0.748750526194941,0.3125,0.619047619047619,0.415335463258786,0.67309037657136,0.579591836734694,0.277553190697944,1001,280,143437,219613
0.760031424716314,0.326947637292465,0.672798948751643,0.440051568543189,0.694754375725443,0.617608409986859,0.307187307112477,1054,249,140498,223818
0.755367986578178,0.314084507042254,0.623776223776224,0.417798594847775,0.68009904073588,0.587412587412587,0.287488870624516,974,269,146678,216522
0.771551619252102,0.336505778382053,0.66,0.445745159837911,0.697938071991308,0.618666666666667,0.316496299196184,976,255,130850,206262
0.773422526905499,0.327057182705718,0.656862745098039,0.436685288640596,0.697602983886355,0.61624649859944,0.31247896326751,965,245,148619,219503
0.766938810080514,0.323369565217391,0.651162790697674,0.43213799364503,0.690893057557784,0.604651162790698,0.302448015510245,996,255,144399,219294
0.758296127226829,0.302176696542894,0.671408250355619,0.416777041942605,0.692732667016008,0.630156472261735,0.294225880157591,1090,231,167800,232012
0.764264005216615,0.327890267798824,0.671122994652406,0.440544098288723,0.699461482385196,0.635026737967914,0.313907485823693,1029,246,153658,231465
0.740177030586526,0.315297261189045,0.627659574468085,0.419742107603379,0.675283453918993,0.585106382978723,0.280443030510924,1025,280,146780,214680
0.758765540863833,0.308056872037915,0.644475920679887,0.416857535501603,0.684027027279304,0.586402266288952,0.287581078251424,1022,251,129676,204542
