,EXP,REXP,SEXP
832,613,351.69,49
833,614,352.305,63
834,615,352.75699999999995,64
835,145,104.492,28
836,616,353.708,86
837,617,354.6980000000001,43
838,618,355.18300000000005,65
839,147,105.057,32
840,11,9.05387,9
841,77,44.5842,55
842,80,47.5809,13
843,81,48.5808,14
844,82,49.5806,9
845,553,343.541,109
846,148,104.587,33
847,554,343.531,77
848,619,347.525,50
849,83,50.2042,15
850,84,51.2026,16
851,555,342.122,309
852,559,345.288,56
853,560,345.0180000000001,218
854,0,0.0,0
855,85,51.0782,28
856,24,15.9437,6
857,86,51.4843,17
858,87,52.4841,29
859,565,338.277,79
860,566,339.276,145
861,567,340.176,70
862,568,341.173,258
863,1,0.95805,0
864,12,9.29782,10
865,570,341.461,147
866,571,342.458,348
867,575,346.362,114
868,576,344.202,335
869,579,347.189,116
870,580,348.182,267
871,582,349.848,72
872,88,52.0846,30
873,106,66.7903,33
874,583,349.405,80
875,149,97.4279,57
876,584,347.50699999999995,58
877,585,348.485,328
878,588,351.4430000000001,73
879,151,99.3652,50
880,13,9.99648,11
881,590,353.153,119
882,591,354.13699999999994,272
883,594,356.184,153
884,595,357.18300000000005,154
885,596,358.1790000000001,155
886,597,359.12,156
887,598,360.12,157
888,599,361.117,158
889,600,362.098,159
890,16,12.8701,2
891,601,360.284,74
892,602,360.955,160
893,603,361.955,161
894,107,66.2055,20
895,604,362.897,162
896,605,363.829,186
897,607,365.814,378
898,2,1.85183,0
899,611,369.596,288
900,613,371.571,290
901,615,373.333,292
902,617,375.267,294
903,619,377.067,357
904,622,379.924,170
905,623,380.686,361
906,4,3.83456,2
907,6,5.83452,2
908,626,383.251,204
909,628,385.2480000000001,206
910,630,385.461,131
911,631,386.17800000000005,172
912,632,386.763,250
913,89,51.2631,31
914,153,98.9948,30
915,154,99.9948,31
916,155,100.987,32
917,7,6.7592300000000005,3
918,8,7.7591800000000015,4
919,90,52.2515,28
920,634,388.619,369
921,637,391.597,372
922,10,9.75588,8
923,92,54.1611,0
924,47,36.7333,4
925,643,396.898,212
926,95,57.1245,1
927,13,12.7049,8
928,156,101.642,33
929,157,102.64,34
930,158,103.592,57
931,14,13.4835,9
932,97,58.3785,2
933,98,59.3784,3
934,99,60.3738,4
935,48,37.1421,3
936,18,14.2934,12
937,24,12.455,8
938,100,61.2839,5
939,102,63.2516,6
940,103,64.2506,7
941,104,65.2365,8
942,666,413.412,138
943,49,38.0096,4
944,668,415.245,140
945,669,416.072,318
946,671,417.535,400
947,105,66.0323,9
948,162,105.444,59
949,674,418.99300000000005,143
950,164,107.238,61
951,168,111.05,7
952,689,432.236,82
953,690,432.306,180
954,691,432.571,145
955,50,38.3543,3
956,51,39.1759,13
957,692,430.448,146
958,54,42.014,6
959,693,429.029,147
960,694,430.009,329
961,169,110.106,4
962,170,111.098,39
963,171,111.693,5
964,172,112.557,40
965,696,429.584,83
966,55,42.5342,7
967,56,43.5329,8
968,697,430.449,67
969,57,44.5093,12
970,698,430.699,182
971,699,431.621,183
972,700,432.595,333
973,702,434.589,185
974,703,435.585,186
975,59,46.3577,23
976,704,436.024,150
977,62,49.305,7
978,705,432.159,235
979,63,49.6787,19
980,708,432.013,187
981,709,430.372,68
982,113,66.3293,1
983,114,67.3293,2
984,175,111.812,79
985,19,14.1522,15
986,21,16.1472,14
987,177,113.19,42
988,178,114.163,39
989,179,115.163,40
990,180,116.159,41
991,181,117.159,42
992,115,67.8347,34
993,22,16.9685,15
994,65,49.9297,24
995,68,52.9211,22
996,721,432.094,189
997,337,139.38299999999998,107
998,182,116.201,24
999,722,431.645,344
1000,70,54.1663,5
1001,23,17.6758,16
1002,724,432.642,191
1003,725,433.62,70
1004,71,54.9551,10
1005,338,139.452,73
1006,339,140.44799999999998,38
1007,340,141.252,167
1008,738,443.03,193
1009,72,55.3788,6
1010,73,56.3788,7
1011,74,57.3324,5
1012,75,58.3324,6
1013,76,59.3324,7
1014,739,442.292,350
1015,343,143.75799999999995,74
1016,77,59.5913,8
1017,183,114.042,51
1018,185,116.042,44
1019,186,117.035,9
1020,187,117.404,8
1021,188,118.395,9
1022,741,435.904,86
1023,742,436.88,87
1024,78,59.7365,14
1025,743,437.218,352
1026,745,439.1230000000001,88
1027,746,440.076,89
1028,747,440.991,90
1029,748,441.945,196
1030,749,442.911,446
1031,344,142.69299999999996,109
1032,752,445.144,198
1033,753,445.947,92
1034,189,118.498,80
1035,192,121.489,26
1036,754,444.009,430
1037,757,446.951,73
1038,758,445.148,160
1039,759,446.144,87
1040,195,122.714,143
1041,760,446.075,88
1042,761,446.915,293
1043,763,448.866,201
1044,764,449.806,255
1045,767,452.54,202
1046,769,454.525,203
1047,201,128.013,29
1048,202,128.546,111
1049,206,132.546,31
1050,106,58.0492,43
1051,29,22.1232,4
1052,30,23.1216,18
1053,31,24.0749,5
1054,32,25.0747,19
1055,207,133.252,47
1056,33,26.0681,6
1057,34,27.0252,7
1058,35,28.0133,20
1059,770,448.989,366
1060,772,450.219,297
1061,775,453.209,96
1062,776,454.206,97
1063,777,455.2,164
1064,778,456.186,98
1065,779,457.16,370
1066,781,459.099,166
1067,782,460.093,206
1068,783,461.054,167
1069,209,134.094,45
1070,796,473.272,208
1071,36,28.7266,21
1072,81,59.8535,16
1073,345,140.01,150
1074,15,11.6208,3
1075,803,477.767,209
1076,210,133.583,33
1077,211,134.583,34
1078,212,135.349,94
1079,37,29.2682,8
1080,38,30.2681,22
1081,39,31.2679,23
1082,40,32.2546,24
1083,82,60.0113,9
1084,41,33.1789,25
1085,42,34.1787,26
1086,43,35.1784,27
1087,44,36.1769,9
1088,45,37.1194,28
1089,46,38.1108,29
1090,108,58.4855,12
1091,109,59.4844,13
1092,110,60.1156,14
1093,111,61.0814,48
1094,47,38.6599,30
1095,48,39.6583,31
1096,49,40.6392,42
1097,347,139.849,75
1098,51,42.5712,33
1099,52,43.5474,34
1100,53,44.5447,35
1101,54,45.4716,36
1102,113,62.8717,33
1103,115,64.7774,51
1104,117,66.7729,35
1105,55,45.8183,37
1106,215,133.259,49
1107,216,134.249,50
1108,83,58.6746,17
1109,56,46.1865,38
1110,118,66.4774,37
1111,217,134.965,51
1112,57,47.13,39
1113,120,68.4425,56
1114,58,48.0983,40
1115,830,481.798,212
1116,831,482.795,273
1117,834,485.793,213
1118,835,486.791,386
1119,837,488.789,325
1120,840,491.789,104
1121,59,48.9134,41
1122,122,70.2007,56
1123,124,72.0991,20
1124,125,72.7115,59
1125,127,74.5719,61
1126,130,77.4085,84
1127,133,80.4007,43
1128,135,82.39399999999998,49
1129,232,146.125,137
1130,251,164.87,54
1131,118,60.9694,48
1132,60,48.3469,42
1133,61,49.3443,43
1134,137,83.1406,48
1135,139,84.9786,50
1136,141,86.9725,27
1137,142,87.4578,25
1138,252,163.891,38
1139,84,57.1753,18
1140,62,49.7493,49
1141,64,51.7379,51
1142,253,164.646,105
1143,143,88.1476,69
1144,145,90.1464,29
1145,146,91.1432,52
1146,842,476.158,92
1147,148,92.9436,30
1148,85,57.5164,11
1149,149,92.8369,26
1150,150,93.6573,27
1151,151,94.6571,28
1152,152,95.5488,72
1153,154,97.5481,74
1154,156,99.4938,62
1155,158,101.487,32
1156,66,52.2974,53
1157,160,102.93,45
1158,161,103.91,46
1159,162,104.876,79
1160,68,54.1838,55
1161,259,166.47799999999995,56
1162,273,180.402,129
1163,164,106.595,33
1164,165,107.594,48
1165,167,109.221,34
1166,168,109.35,117
1167,171,112.178,70
1168,70,55.2277,48
1169,843,461.324,105
1170,348,132.235,228
1171,71,56.0612,49
1172,72,57.0609,59
1173,351,135.1,42
1174,173,113.671,37
1175,174,114.645,73
1176,178,117.707,39
1177,26,11.6639,6
1178,388,287.262,114
1179,180,119.661,20
1180,181,120.643,36
1181,28,13.6601,5
1182,29,14.6595,10
1183,182,121.164,127
1184,406,303.436,128
1185,409,306.28,62
1186,185,123.699,38
1187,186,124.699,39
1188,187,125.676,81
1189,189,127.664,51
1190,190,128.624,93
1191,193,131.619,42
1192,194,132.458,64
1193,196,133.734,64
1194,198,135.685,87
1195,461,354.55800000000005,72
1196,464,357.439,124
1197,200,137.542,45
1198,201,138.542,46
1199,466,358.694,73
1200,467,359.6930000000001,74
1201,468,360.692,75
1202,469,361.687,76
1203,470,362.686,77
1204,31,16.3731,10
1205,75,58.0998,61
1206,77,60.0998,63
1207,202,138.808,47
1208,203,139.791,92
1209,205,141.782,49
1210,206,142.78,45
1211,90,59.0774,14
1212,24,18.16,10
1213,26,20.1599,12
1214,32,17.3503,3
1215,207,143.605,126
1216,211,147.137,46
1217,212,148.137,51
1218,213,148.833,52
1219,214,149.72899999999996,53
1220,215,150.721,101
1221,79,61.5624,65
1222,93,61.6085,15
1223,217,152.006,48
1224,218,152.688,128
1225,123,61.5555,14
1226,352,132.77200000000002,87
1227,221,155.37,185
1228,225,159.312,148
1229,229,163.304,27
1230,230,164.269,204
1231,235,169.217,12
1232,236,169.18599999999995,29
1233,237,169.90099999999995,211
1234,242,174.9,111
1235,244,176.14700000000005,60
1236,245,177.065,61
1237,246,177.77,11
1238,81,62.1141,54
1239,247,177.628,116
1240,250,180.586,59
1241,251,181.566,63
1242,252,182.477,55
1243,253,183.118,56
1244,254,183.799,71
1245,354,132.994,41
1246,82,62.4078,55
1247,257,185.948,134
1248,33,17.6862,13
1249,35,19.6831,9
1250,36,20.6801,12
1251,83,62.86,69
1252,260,187.299,61
1253,261,188.208,58
1254,262,188.886,200
1255,37,21.4317,26
1256,40,24.4197,18
1257,42,26.3874,35
1258,46,30.3737,23
1259,85,64.1465,26
1260,266,190.812,60
1261,126,62.2471,57
1262,128,64.247,26
1263,267,191.654,221
1264,271,195.285,158
1265,274,198.281,33
1266,49,33.0884,13
1267,87,65.4707,57
1268,275,198.746,166
1269,278,201.74400000000003,35
1270,279,202.741,66
1271,280,203.734,104
1272,282,205.48,173
1273,285,208.072,68
1274,286,209.035,70
1275,287,210.024,71
1276,288,210.998,38
1277,289,211.553,180
1278,292,214.528,70
1279,293,213.576,14
1280,294,214.408,71
1281,129,64.2941,86
1282,295,212.862,127
1283,298,215.367,41
1284,104,66.877,32
1285,88,64.3876,73
1286,355,129.248,156
1287,0,0.0,0
1288,106,67.9061,29
1289,108,69.8944,31
1290,0,0.0,0
1291,2,1.99968,1
1292,110,71.3966,10
1293,111,72.3963,11
1294,112,73.3172,12
1295,113,74.317,36
1296,90,64.1089,75
1297,92,65.9039,77
1298,94,67.9039,79
1299,96,69.8835,81
1300,527,364.328,220
1301,98,71.5923,83
1302,299,206.359,31
1303,100,72.9513,34
1304,3,2.86514,2
1305,4,3.86508,3
1306,531,363.198,11
1307,5,4.8414,4
1308,6,5.84056,5
1309,2,1.88447,0
1310,4,3.869580000000001,2
1311,115,73.8118,24
1312,550,379.162,300
1313,556,384.043,108
1314,558,385.294,95
1315,116,74.2401,39
1316,7,6.71788,0
1317,6,5.75935,2
1318,50,30.6516,16
1319,357,126.484,77
1320,120,77.3736,21
1321,10,9.56311,6
1322,121,78.2257,22
1323,122,79.0724,23
1324,358,127.005,78
1325,302,200.443,136
1326,102,71.829,36
1327,560,376.99,160
1328,562,378.985,162
1329,305,201.947,74
1330,51,30.9943,24
1331,564,379.727,143
1332,306,202.363,75
1333,307,203.123,140
1334,359,127.056,192
1335,361,129.055,114
1336,362,130.055,80
1337,363,131.05100000000002,81
1338,364,132.049,127
1339,104,73.3641,87
1340,106,75.36399999999998,39
1341,53,32.615,32
1342,56,35.6139,19
1343,57,36.6135,20
1344,58,37.4525,30
1345,60,39.4376,39
1346,11,10.1406,10
1347,16,15.1397,15
1348,366,133.014,198
1349,63,42.3825,42
1350,132,61.3407,23
1351,133,62.3392,24
1352,66,45.3525,26
1353,68,47.3475,46
1354,567,376.078,64
1355,8,7.2514699999999985,2
1356,315,203.989,18
1357,316,204.987,75
1358,123,76.0459,24
1359,317,204.86,19
1360,21,19.4126,12
1361,318,205.58900000000003,120
1362,573,372.012,167
1363,575,374.011,169
1364,578,376.936,171
1365,320,206.144,122
1366,23,21.2053,19
1367,27,25.1975,9
1368,72,49.417,15
1369,322,208.023,124
1370,580,376.282,239
1371,108,73.4956,65
1372,324,209.689,161
1373,327,212.407,21
1374,328,213.399,22
1375,110,75.3215,17
1376,329,214.18400000000003,203
1377,111,76.3081,109
1378,114,79.2126,112
1379,29,26.9966,9
1380,117,82.149,115
1381,34,32.5944,10
1382,332,215.202,23
1383,28,17.4707,18
1384,30,19.4697,15
1385,333,216.115,128
1386,120,84.4571,21
1387,335,218.081,78
1388,31,28.6346,23
1389,121,85.3381,28
1390,31,20.4253,21
1391,336,218.579,169
1392,583,373.454,85
1393,122,86.1116,29
1394,34,31.5138,8
1395,35,32.5103,13
1396,584,373.949,176
1397,586,375.946,178
1398,588,377.883,180
1399,37,34.461,10
1400,37,35.0462,10
1401,39,37.0393,7
1402,340,221.828,220
1403,123,86.9291,69
1404,40,37.9443,21
1405,38,35.0991,12
1406,39,36.0971,13
1407,344,224.142,26
1408,345,225.109,27
1409,346,225.707,96
1410,348,227.676,29
1411,124,87.0628,100
1412,127,90.0628,103
1413,130,93.0552,104
1414,132,95.051,33
1415,349,228.33,30
1416,350,223.594,69
1417,352,225.172,176
1418,599,373.437,90
1419,600,374.436,91
1420,133,92.8033,129
1421,136,95.7666,74
1422,137,96.1989,75
1423,603,374.527,93
1424,40,35.0988,36
1425,356,226.376,215
1426,138,96.7967,23
1427,139,97.765,111
1428,44,38.992,15
1429,604,374.339,94
1430,605,375.221,68
1431,606,376.219,69
1432,142,100.606,37
1433,45,39.8955,18
1434,607,376.516,70
1435,608,377.506,71
1436,360,227.997,135
1437,609,375.917,199
1438,612,378.855,136
1439,47,41.3877,16
1440,615,381.283,97
1441,616,382.026,193
1442,618,383.462,195
1443,620,385.46,197
1444,143,100.138,139
1445,146,103.126,39
1446,45,39.4439,25
1447,147,103.987,65
1448,48,42.1275,17
1449,49,42.8136,7
1450,50,43.8136,8
1451,51,44.7226,13
1452,52,45.7226,14
1453,50,43.9599,16
1454,53,46.4959,15
1455,54,47.4917,18
1456,151,106.683,145
1457,632,392.476,178
1458,368,125.055,45
1459,362,225.597,324
1460,368,231.578,87
1461,369,232.575,88
1462,55,48.4444,51
1463,370,233.554,89
1464,371,234.553,90
1465,59,52.4374,27
1466,372,235.522,91
1467,373,236.21400000000003,85
1468,61,54.3339,19
1469,375,237.81,300
1470,379,241.403,304
1471,383,245.389,254
1472,386,247.943,311
1473,636,393.602,204
1474,390,251.745,315
1475,394,255.693,174
1476,54,47.1987,13
1477,638,394.986,107
1478,396,257.307,258
1479,400,261.293,189
1480,154,108.469,2
1481,63,55.6846,27
1482,65,57.6794,19
1483,403,263.802,248
1484,56,49.0216,14
1485,57,50.0208,7
1486,58,51.0208,3
1487,59,52.0207,7
1488,406,266.32,202
1489,155,109.063,79
1490,60,52.8918,15
1491,410,270.132,160
1492,66,58.4037,42
1493,156,109.889,42
1494,157,110.877,43
1495,69,61.3747,20
1496,158,111.861,44
1497,159,112.858,45
1498,70,62.3629,21
1499,160,113.667,46
1500,161,114.583,127
1501,163,116.583,129
1502,165,118.375,49
1503,166,119.373,50
1504,412,270.256,230
1505,415,273.147,31
1506,416,273.36,60
1507,417,274.163,385
1508,423,280.137,62
1509,71,62.6154,56
1510,61,53.1553,16
1511,369,124.376,116
1512,370,125.376,117
1513,62,54.1237,17
1514,682,431.698,149
1515,684,433.682,151
1516,686,435.607,116
1517,424,278.388,175
1518,426,279.865,240
1519,429,282.686,283
1520,432,285.651,181
1521,167,118.049,133
1522,169,120.049,135
1523,124,67.7194,26
1524,125,68.7192,15
1525,171,121.939,53
1526,434,287.159,64
1527,687,431.585,218
1528,689,433.567,155
1529,74,64.4698,59
1530,172,122.858,54
1531,126,69.6665,41
1532,691,435.05800000000005,221
1533,77,67.3522,24
1534,78,68.3173,25
1535,435,287.527,190
1536,79,69.0897,64
1537,82,71.939,51
1538,437,288.238,192
1539,693,433.756,223
1540,695,435.753,159
1541,84,73.6072,28
1542,697,436.956,161
1543,128,71.0244,91
1544,63,53.4846,18
1545,439,288.269,65
1546,440,289.176,98
1547,441,290.095,107
1548,442,290.775,87
1549,443,291.71,108
1550,133,75.7654,18
1551,444,292.6,33
1552,85,74.0964,29
1553,445,293.577,34
1554,86,75.0758,71
1555,700,437.916,228
1556,446,294.068,88
1557,708,444.501,105
1558,134,76.4632,39
1559,709,444.754,106
1560,710,445.733,107
1561,711,446.715,235
1562,713,448.715,237
1563,715,450.7,40
1564,136,78.3581,19
1565,137,79.237,48
1566,447,293.255,299
1567,139,81.2069,21
1568,64,53.4779,4
1569,65,54.4779,19
1570,66,55.4778,8
1571,67,56.4778,8
1572,89,76.9858,31
1573,91,78.959,1
1574,92,79.9563,32
1575,93,80.8313,33
1576,173,120.206,166
1577,451,295.271,67
1578,452,296.257,178
1579,454,298.24,326
1580,140,81.6471,70
1581,94,81.5547,26
1582,176,122.705,85
1583,177,123.659,86
1584,143,84.3775,29
1585,458,300.791,117
1586,178,124.208,143
1587,95,82.0207,27
1588,780,508.252,134
1589,460,302.063,282
1590,463,304.8640000000001,376
1591,96,82.8231,28
1592,144,85.0715,30
1593,467,308.498,71
1594,97,83.7737,29
1595,145,86.0349,108
1596,468,308.962,352
1597,781,507.122,115
1598,150,90.7548,23
1599,473,313.384,115
1600,474,314.383,177
1601,151,91.716,56
1602,180,125.124,173
1603,98,84.1369,51
1604,100,85.7741,30
1605,183,127.413,147
1606,476,313.728,36
1607,185,129.305,178
1608,68,55.8635,6
1609,70,57.8635,20
1610,71,58.8634,9
1611,72,59.8634,9
1612,836,555.5269999999998,120
1613,73,60.7273,21
1614,74,61.7273,10
1615,75,62.7272,10
1616,837,555.81,165
1617,76,63.6577,11
1618,77,64.6577,22
1619,839,557.651,167
1620,78,65.5838,23
1621,79,66.5838,7
1622,477,313.265,129
1623,153,92.5658,33
1624,101,86.0119,31
1625,154,93.5521,92
1626,188,131.606,181
1627,191,134.582,61
1628,158,97.5176,25
1629,102,86.96600000000002,85
1630,479,314.318,190
1631,105,89.1345,33
1632,106,90.0409,36
1633,80,66.5274,24
1634,481,313.095,370
1635,192,133.64,185
1636,195,136.626,63
1637,196,137.374,96
1638,81,67.2218,39
1639,0,0.0,0
1640,160,97.5167,16
1641,84,69.76100000000001,45
1642,885,587.472,395
1643,888,590.469,398
1644,891,593.4680000000002,401
1645,894,596.465,404
1646,198,137.967,191
1647,109,91.0257,92
1648,112,94.0255,20
1649,1,0.98603,0
1650,201,140.332,160
1651,3,2.96462,1
1652,4,3.9638,1
1653,161,97.3992,124
1654,166,102.39,37
1655,167,103.388,38
1656,168,104.243,117
1657,172,108.187,28
1658,913,608.962,597
1659,203,141.27700000000004,196
1660,206,144.267,68
1661,486,310.284,78
1662,113,93.8696,75
1663,489,312.9890000000001,195
1664,115,95.7119,39
1665,117,97.7067,41
1666,118,98.6505,80
1667,207,144.832,165
1668,926,618.672,155
1669,5,4.90653,3
1670,120,100.371,103
1671,87,70.9657,13
1672,10,9.88112,8
1673,12,11.8799,10
1674,88,71.9279,36
1675,123,103.17,84
1676,209,146.09,167
1677,211,147.957,98
1678,492,312.514,85
1679,212,148.34,106
1680,14,13.7431,5
1681,125,104.288,86
1682,495,314.968,199
1683,214,150.005,171
1684,497,316.797,201
1685,927,612.325,127
1686,216,151.703,173
1687,127,105.747,46
1688,128,106.732,47
1689,129,107.698,123
1690,33,18.1414,23
1691,90,72.8851,10
1692,133,111.644,23
1693,134,112.398,92
1694,15,14.5833,6
1695,16,15.5827,7
1696,218,152.453,211
1697,136,113.675,50
1698,221,155.083,214
1699,137,114.429,51
1700,499,314.415,39
1701,500,314.79,327
1702,504,318.161,107
1703,505,319.14,216
1704,507,321.0490000000001,314
1705,510,323.932,109
1706,511,324.772,318
1707,514,327.503,340
1708,518,329.872,198
1709,520,331.647,213
1710,35,19.7492,19
1711,524,335.55300000000005,217
1712,930,598.748,55
1713,931,599.6,56
1714,138,113.315,76
1715,92,72.7983,14
1716,932,599.595,57
1717,93,73.6636,39
1718,140,115.052,97
1719,933,600.4159999999998,291
1720,526,336.1230000000001,242
1721,528,338.0780000000001,114
1722,935,601.435,254
1723,937,603.433,256
1724,939,605.43,258
1725,941,603.918,100
1726,95,74.8502,29
1727,96,75.8496,5
1728,529,336.115,335
1729,224,153.474,217
1730,532,338.802,222
1731,534,340.55800000000005,92
1732,535,341.55,95
1733,536,342.36300000000006,93
1734,942,602.315,136
1735,943,603.315,137
1736,944,604.315,138
1737,945,605.315,139
1738,540,346.292,132
1739,541,347.291,96
1740,142,115.333,79
1741,542,347.8930000000001,133
1742,543,348.892,97
1743,545,350.867,134
1744,546,351.852,135
1745,547,352.807,40
1746,17,15.7693,8
1747,548,353.626,350
1748,551,356.58,96
1749,144,117.062,100
1750,98,77.2953,42
1751,174,103.794,29
1752,552,356.689,117
1753,553,357.684,118
1754,554,358.445,41
1755,555,359.2519999999999,97
1756,146,118.518,56
1757,147,119.42,57
1758,227,154.957,181
1759,18,16.5999,9
1760,100,78.7586,58
1761,229,156.554,183
1762,19,17.5593,10
1763,20,18.5588,11
1764,103,81.5399,48
1765,105,83.4469,17
1766,37,21.1901,2
1767,148,119.339,12
1768,106,84.2348,46
1769,149,120.326,58
1770,150,121.322,13
1771,231,157.702,118
1772,16,15.7638,2
1773,151,122.279,73
1774,153,124.274,75
1775,155,126.196,77
1776,38,22.1284,3
1777,948,598.375,263
1778,26,25.7134,4
1779,157,128.018,79
1780,159,129.993,63
1781,556,354.344,235
1782,160,130.179,108
1783,108,85.4826,34
1784,233,158.421,226
1785,163,133.08100000000002,19
1786,164,133.991,65
1787,30,29.4133,1
1788,950,595.764,163
1789,951,596.76,140
1790,952,597.744,141
1791,953,598.741,142
1792,165,134.821,86
1793,167,136.776,88
1794,169,138.701,90
1795,171,140.475,92
1796,558,354.522,376
1797,39,22.843000000000004,19
1798,175,102.288,30
1799,37,36.147,18
1800,176,103.285,31
1801,177,104.272,40
1802,173,141.871,70
1803,178,105.258,73
1804,180,107.03,33
1805,21,18.9908,12
1806,236,159.18,122
1807,41,39.723,0
1808,42,40.7205,7
1809,45,43.7188,5
1810,111,86.9235,67
1811,959,596.9490000000002,143
1812,960,597.939,144
1813,961,598.939,145
1814,962,599.938,146
1815,114,89.9076,15
1816,562,354.69199999999995,100
1817,964,601.817,147
1818,965,602.817,148
1819,966,603.817,149
1820,238,160.806,42
1821,71,69.5316,22
1822,174,141.22799999999995,71
1823,969,605.57,279
1824,239,161.46,43
1825,74,72.3987,14
1826,977,612.734,170
1827,978,613.705,353
1828,981,616.597,152
1829,982,617.597,357
1830,240,162.168,82
1831,115,90.3337,49
1832,83,81.1168,6
1833,84,82.116,7
1834,117,92.3211,51
1835,985,619.466,541
1836,175,141.47899999999996,27
1837,24,21.6598,0
1838,25,22.6594,24
1839,28,25.6046,1
1840,29,26.6042,27
1841,85,82.4684,11
1842,86,83.4671,14
1843,88,85.4598,7
1844,89,86.4551,9
1845,181,106.297,13
1846,182,107.296,34
1847,90,87.3658,28
1848,32,29.4292,4
1849,118,115.189,10
1850,183,108.095,35
1851,129,125.921,57
1852,184,108.96,36
1853,176,140.94899999999996,142
1854,141,137.58100000000002,14
1855,179,143.74,25
1856,991,618.646,326
1857,993,620.596,328
1858,563,349.789,101
1859,995,622.559,156
1860,996,623.556,157
1861,185,109.564,37
1862,142,138.114,15
1863,36,33.1482,5
1864,37,34.1478,6
1865,38,35.0661,17
1866,39,36.0652,18
1867,40,37.0555,37
1868,43,40.055,32
1869,564,348.1269999999999,102
1870,565,349.126,103
1871,566,350.125,139
1872,567,350.379,484
1873,999,619.806,105
1874,186,109.566,68
1875,149,143.283,10
1876,189,112.471,77
1877,119,91.615,63
1878,122,94.6134,54
1879,150,143.6,16
1880,151,144.6,11
1881,45,41.4001,21
1882,46,42.3988,22
1883,41,23.7965,4
1884,42,24.7965,5
1885,152,144.43200000000004,17
1886,572,351.334,105
1887,1005,618.895,332
1888,1007,620.876,334
1889,1009,622.812,61
1890,1010,623.812,297
1891,1013,626.812,63
1892,573,351.963,347
1893,155,147.017,61
1894,577,355.87,249
1895,579,357.8119999999999,108
1896,159,150.622,13
1897,160,151.56,33
1898,43,25.6523,26
1899,1015,626.293,177
1900,1016,627.186,106
1901,47,42.7314,8
1902,1018,624.887,286
1903,1020,626.886,288
1904,1022,628.828,290
1905,169,158.267,27
1906,171,160.251,29
1907,580,354.309,385
1908,180,138.643,26
1909,585,358.7940000000001,110
1910,241,154.934,234
1911,173,161.441,18
1912,174,162.441,20
1913,181,139.039,27
1914,182,139.924,28
1915,183,140.90200000000004,73
1916,184,141.899,29
1917,175,162.942,19
1918,176,163.938,21
1919,177,164.937,13
1920,244,157.434,153
1921,246,159.407,239
1922,249,162.407,85
1923,250,163.386,157
1924,50,44.8849,0
1925,51,45.8829,1
1926,185,142.502,74
1927,186,143.5,75
1928,188,145.489,75
1929,189,146.463,29
1930,180,166.68,14
1931,181,167.653,15
1932,1024,622.556,182
1933,1025,623.556,110
1934,1026,624.548,358
1935,1029,627.476,361
1936,586,355.925,255
1937,192,178.315,44
1938,194,180.304,97
1939,190,146.627,76
1940,1032,629.4680000000002,113
1941,1033,630.467,114
1942,191,147.494,77
1943,124,92.689,60
1944,126,94.6889,7
1945,192,148.27700000000004,126
1946,194,150.262,128
1947,52,46.2799,9
1948,53,47.2779,10
1949,588,356.536,480
1950,128,96.4383,41
1951,1034,629.4259999999998,185
1952,199,184.303,17
1953,196,151.93200000000004,160
1954,199,154.915,81
1955,200,155.681,164
1956,203,158.564,135
1957,205,160.52,137
1958,54,47.9712,11
1959,200,183.516,24
1960,201,184.468,18
1961,131,98.5919,18
1962,202,185.433,19
1963,203,186.416,20
1964,204,187.4,21
1965,1035,625.721,301
1966,252,162.27100000000004,245
1967,132,99.5262,45
1968,255,165.17700000000005,112
1969,1037,626.836,160
1970,592,357.18300000000005,371
1971,256,165.97099999999998,113
1972,257,166.97,87
1973,258,167.882,251
1974,261,170.86900000000003,115
1975,205,187.61,22
1976,206,188.574,23
1977,207,189.564,24
1978,1038,626.716,303
1979,1040,628.67,188
1980,208,190.518,25
1981,191,109.002,43
1982,209,191.469,54
1983,1041,629.501,339
1984,595,359.016,113
1985,1044,631.613,60
1986,1045,632.1030000000002,307
1987,262,171.291,255
1988,45,26.5613,28
1989,213,193.177,8
1990,1047,630.116,161
1991,207,159.151,139
1992,265,172.957,258
1993,268,175.93200000000004,118
1994,216,195.623,28
1995,1048,629.865,191
1996,217,196.616,28
1997,598,358.621,270
1998,600,360.617,104
1999,601,361.612,105
2000,219,198.062,30
2001,209,160.299,141
2002,1050,629.76,192
2003,137,102.415,97
2004,220,198.561,31
2005,221,199.561,32
2006,211,162.04399999999995,87
2007,212,162.93200000000004,88
2008,141,106.202,42
2009,1051,629.336,162
2010,214,164.68,88
2011,215,164.69,179
2012,222,198.643,9
2013,218,167.673,120
2014,220,169.627,91
2015,224,200.225,34
2016,225,201.224,86
2017,1052,626.118,163
2018,1053,627.118,164
2019,228,204.147,118
2020,602,357.612,114
2021,1054,626.98,260
2022,603,358.589,115
2023,604,359.588,116
2024,232,207.679,28
2025,1056,628.803,68
2026,1057,629.638,359
2027,605,360.311,265
2028,607,361.765,497
2029,144,107.624,70
2030,1061,631.571,187
2031,221,168.326,31
2032,146,108.946,28
2033,1064,631.395,119
2034,147,109.914,44
2035,1069,636.1030000000002,199
2036,233,205.99,59
2037,235,207.61900000000003,61
2038,238,210.584,33
2039,1070,636.059,156
2040,222,168.676,182
2041,225,171.497,152
2042,1072,637.137,166
2043,239,211.101,34
2044,611,362.002,150
2045,192,106.161,36
2046,612,362.973,270
2047,227,173.384,33
