,auc,f1measure,acc
0,0.7321428571428571,0.45385871784401793,0.14285714285714285
1,0.5828571428571429,0.7291666666666666,0.5
2,0.6740056818181818,0.5610628919103495,0.45454545454545453
3,0.5779436152570482,0.7723289518031681,0.7777777777777778
4,0.7821969696969697,0.8146112115732369,0.6666666666666666
5,0.69375,0.834032634032634,0.25
6,0.75,0.7191222570532916,0.5
7,0.9105691056910569,0.9031453778289222,0.3333333333333333
8,0.9898989898989898,0.8463711429813124,0.3333333333333333
9,0.8487804878048781,0.8848542761586239,0.2
10,0.9217391304347826,0.7338271604938271,0.2
11,0.8097560975609757,0.8788043478260869,0.2
12,0.7574074074074074,0.6594202898550725,0.5555555555555556
13,0.7688008130081301,0.7997720364741642,0.16666666666666666
14,0.7427667269439422,0.7125477928397638,0.35714285714285715
15,0.7321428571428571,0.7199168399168397,0.1875
16,0.7527173913043479,0.7095440767185307,0.0
17,0.745253164556962,0.7342169407771163,0.1
18,0.7808441558441559,0.6918225011205738,0.15
19,0.7409240924092408,0.7560949978982766,0.0
20,0.6786892975011787,0.7429006539460719,0.09523809523809523
21,0.6626016260162603,0.7854723385098927,0.07142857142857142
22,0.72890625,0.7036118687494836,0.3
23,0.7331506849315068,0.6986336636150146,0.16
24,0.7186993751446424,0.7358227865725463,0.13793103448275862
25,0.746023166023166,0.6026700572155116,0.05714285714285714
26,0.6744577412116679,0.5315331188265876,0.42857142857142855
27,0.7366207396664249,0.6399372331057246,0.34285714285714286
28,0.7149814923046951,0.5805613248442292,0.20689655172413793
29,0.7272727272727273,0.6802404969695007,0.13636363636363635
30,0.8002450980392157,0.7055925316284581,0.19047619047619047
31,0.6495310245310245,0.7091503267973858,0.09523809523809523
32,0.7674850422942026,0.782785336356765,0.2702702702702703
33,0.7435956790123456,0.7532043544734512,0.2
34,0.7344239811912225,0.7107305273343009,0.20689655172413793
35,0.6828551542804113,0.6402410588958621,0.5074626865671642
36,0.7202069656170024,0.6846565756094893,0.08139534883720931
37,0.7413392857142856,0.6831734496790859,0.31
38,0.7542382170259407,0.6814964098079104,0.2608695652173913
39,0.7683838051349572,0.6862778556858179,0.13709677419354838
40,0.7796267224838653,0.7112550818305013,0.20512820512820512
41,0.7257142857142858,0.6620874914734401,0.1
42,0.6826633683776541,0.6607438872772482,0.12380952380952381
43,0.6577776459420978,0.6862788060504719,0.18604651162790697
44,0.6998474446987033,0.6818036207605948,0.21739130434782608
45,0.7172527472527472,0.7045039830204801,0.12857142857142856
46,0.7651620600517002,0.712103595445972,0.44680851063829785
47,0.8134142545907252,0.7748270633942956,0.35185185185185186
48,0.8409887798036466,0.7571241401899771,0.3387096774193548
