,auc,f1measure,acc
0,0.8438720292928239,0.827454070968614,0.27802690582959644
1,0.8601597229401426,0.8304546187850873,0.09411764705882353
2,0.8784190748620823,0.8337394409666153,0.016483516483516484
3,0.8691913424743508,0.8278845604975599,0.29213483146067415
4,0.8704487282034875,0.8302938006819427,0.0851063829787234
5,0.8697996729354046,0.8231758237940499,0.015
6,0.8651264311012272,0.838187631148508,0.32367149758454106
7,0.871825359266796,0.8579388752137111,0.23529411764705882
8,0.868963690525865,0.8464320391639418,0.23857868020304568
9,0.8587154228497335,0.8468363096462401,0.13636363636363635
10,0.8634842384197122,0.8510772184477694,0.20359281437125748
11,0.8577965611469176,0.834601374941511,0.028901734104046242
12,0.8495259877437715,0.8087170765742193,0.4195121951219512
13,0.8300935541382544,0.7873373415070355,0.24878048780487805
14,0.8314908513267047,0.7973067165751875,0.3391304347826087
15,0.8277236390443937,0.7929039367728119,0.24358974358974358
16,0.8145725490196078,0.748644427609816,0.27450980392156865
17,0.8115886128855819,0.7583308835860354,0.2015810276679842
18,0.8176283787851423,0.7693932778708015,0.3893805309734513
19,0.8168009573420477,0.7679105177025907,0.022900763358778626
20,0.8123347524389191,0.772153706951329,0.12259615384615384
21,0.8172456420899821,0.77978696580224,0.07673267326732673
22,0.8173766356227459,0.7707399505460606,0.2079207920792079
23,0.8190359905754867,0.7744251571949636,0.13924050632911392
24,0.8216388529791985,0.7994578055270288,0.0037313432835820895
25,0.8089542367686674,0.7943581938232764,0.19858156028368795
26,0.8042172569670857,0.7946634476284452,0.1134020618556701
27,0.7920739834081326,0.7982983054973141,0.16842105263157894
28,0.7901443536770149,0.7932718990671234,0.15614617940199335
29,0.7771581244825769,0.7825682806644748,0.00872093023255814
30,0.7785664943240895,0.7372438175439769,0.14942528735632185
31,0.7944280742192817,0.754295236086239,0.04011461318051576
32,0.7826896536616356,0.7469622828807332,0.17015706806282724
33,0.7689377749653012,0.741370523415978,0.1687344913151365
34,0.772375322462423,0.7607891055431304,0.24376731301939059
35,0.7665191876286914,0.7719570707070709,0.19558359621451105
36,0.7508863311352982,0.7412802473390079,0.22560975609756098
37,0.7734078820800092,0.7596759481271457,0.19708029197080293
38,0.7884647697183547,0.7648966452148146,0.22185430463576158
39,0.7880860079336458,0.7550827724865091,0.04745762711864407
40,0.8021920013094719,0.7529687799702475,0.26582278481012656
41,0.7953859760090903,0.7542103501229127,0.1912751677852349
42,0.7826960576515474,0.7437173127364928,0.26857142857142857
43,0.7945168378557924,0.7507450272496068,0.05757575757575758
44,0.7958124792178572,0.7238868297861382,0.18733509234828497
45,0.7765284746540018,0.7373972372993113,0.13075060532687652
46,0.7793022011716966,0.7225481184036644,0.163135593220339
47,0.7703708446391236,0.7243086575632872,0.12649164677804295
48,0.7786007602386597,0.7241567921960714,0.3161953727506427
49,0.7645645173957434,0.7155766953927694,0.1400560224089636
50,0.7944761021098302,0.7360824682365514,0.29793510324483774
51,0.8056499307914936,0.751256875669344,0.0707070707070707
52,0.8066592843494876,0.7547885024263382,0.10855263157894737
53,0.8224992460929877,0.7623720166352401,0.13043478260869565
54,0.8216626037170397,0.782287857223506,0.21721311475409835
55,0.8299542621766925,0.7858865899034593,0.24770642201834864
56,0.8006565542223228,0.8140588317095716,0.023809523809523808
57,0.7848263817546743,0.799612529342259,0.2356687898089172
58,0.7559416965829012,0.7673310855490098,0.22826086956521738
59,0.7578931718657079,0.7595375301485358,0.21226415094339623
60,0.7670375707119222,0.7486397424682953,0.18981481481481483
61,0.7894644071210939,0.7546937069364313,0.11026615969581749
62,0.794880316454157,0.7466508756881707,0.18874172185430463
63,0.7842287588899906,0.7175317340243638,0.22364217252396165
64,0.7884613847776748,0.7299542841289091,0.15548780487804878
65,0.760229118650122,0.7170473803495412,0.2671009771986971
66,0.7343910670498589,0.7053065329212937,0.11683848797250859
67,0.7295091478745213,0.7085872547166315,0.20318725099601595
68,0.7282075797413221,0.7204479467292737,0.17316017316017315
69,0.6992842918827264,0.7054883927370444,0.26865671641791045
70,0.722628205128205,0.7143211507692543,0.09545454545454546
71,0.7212167817160843,0.7184825352097238,0.0730593607305936
72,0.737051155823719,0.7208603935753448,0.22382671480144403
73,0.7308772308772309,0.7100793307844532,0.26223776223776224
74,0.7358916028097062,0.7271306153579921,0.16475095785440613
75,0.7685632449609684,0.7403472238628191,0.28735632183908044
76,0.772000211999152,0.7117601407980876,0.3622641509433962
77,0.7728372434017594,0.7339260622242973,0.14112903225806453
78,0.7833915560435174,0.7421761111430146,0.20600858369098712
79,0.7864651562332224,0.734726659229665,0.15298507462686567
80,0.7836606198229814,0.729673635227551,0.2656826568265683
81,0.7863422627529211,0.7074393553129733,0.3620689655172414
