,auc,f1measure,acc
0,0.8029893834978581,0.6023324808184143,0.16101694915254236
1,0.7907933518912723,0.5934013229328341,0.1935483870967742
2,0.8272792022792024,0.6071528263480942,0.16153846153846155
3,0.7517724314272431,0.7066297400109146,0.1736111111111111
4,0.692004861551469,0.6630119088971956,0.23026315789473684
5,0.6647459165154266,0.6622817411715367,0.27631578947368424
6,0.6441423519009727,0.6577145339742939,0.2
7,0.629742837807354,0.6913463307428013,0.14615384615384616
8,0.6384555813696204,0.7067856197261189,0.24427480916030533
9,0.7753787878787879,0.6782999684777776,0.37719298245614036
10,0.7737296510115983,0.6937847553040448,0.4358974358974359
11,0.7956710424432321,0.7031626015009611,0.27102803738317754
12,0.7183958445763626,0.6477433106221457,0.27522935779816515
13,0.720837487537388,0.5602300472911039,0.1694915254237288
14,0.657785668332756,0.5369961107761727,0.1652892561983471
15,0.734664502791785,0.5719326730297993,0.11971830985915492
16,0.8262416834287483,0.6131051813930379,0.2484472049689441
17,0.802893136640035,0.5831741556147968,0.30177514792899407
18,0.7969996647670131,0.5609526242091568,0.1631578947368421
19,0.773067922484818,0.5887874496602761,0.1796116504854369
20,0.770627334651725,0.6786729597875467,0.22702702702702704
21,0.8016759198949577,0.6050939668106275,0.26262626262626265
22,0.8111732461740123,0.6457121041035531,0.13551401869158877
23,0.8001348861168198,0.6160126852040401,0.2459016393442623
24,0.8052752755938929,0.5649371951511635,0.28651685393258425
25,0.784774765488094,0.5369409458810137,0.19662921348314608
26,0.7864490648787041,0.5256008174685777,0.20496894409937888
27,0.7815340007069128,0.5278666792922966,0.1111111111111111
28,0.7718560107529894,0.5210375154091001,0.1865671641791045
29,0.7858154717910815,0.535885424285937,0.42276422764227645
30,0.7716422226812643,0.5951535489560407,0.24271844660194175
31,0.749719988799552,0.6157558973089499,0.19230769230769232
32,0.68225596235549,0.601668978942469,0.14893617021276595
33,0.748191231845078,0.6418182207655893,0.1346153846153846
34,0.6488372093023256,0.6262206450682504,0.2
35,0.6855569187397217,0.6025569146554118,0.27586206896551724
36,0.6252594637392737,0.6356666877991278,0.1891891891891892
37,0.5819396051103368,0.5776038415662911,0.047619047619047616
38,0.6551996285979573,0.6125486478151518,0.025
39,0.5883220133733481,0.6136792596088919,0.20512820512820512
40,0.7470262793914246,0.7441031137802137,0.24444444444444444
41,0.731063829787234,0.5681285332110372,0.025
42,0.7382309719266241,0.7096308328041022,0.07692307692307693
43,0.7930827067669173,0.5622631838566327,0.23684210526315788
44,0.7305467549923195,0.6843362895209945,0.2619047619047619
45,0.7314723320158103,0.6592157429302983,0.05
46,0.7466731580655631,0.6651001365859628,0.1111111111111111
47,0.7190799501177774,0.8953688703191728,0.05714285714285714
48,0.7228488372093023,0.7340481446441711,0.16
49,0.7353043781615209,0.6834765191968164,0.19047619047619047
50,0.6937019969278033,0.6666617094490888,0.23809523809523808
51,0.6141699662707142,0.7787335098312111,0.21666666666666667
52,0.642837381729652,0.7580919611649959,0.14516129032258066
53,0.6982459998900313,0.7820442564997254,0.19230769230769232
54,0.661191367932941,0.7059010083633002,0.18888888888888888
55,0.6166735420177174,0.594473853542006,0.24719101123595505
56,0.5121622658561331,0.7914261510157582,0.1320754716981132
57,0.5666307048515757,0.5734413568089178,0.26666666666666666
58,0.7804796802131911,0.6370598694343931,0.14035087719298245
59,0.779505582137161,0.6301267686902069,0.14035087719298245
60,0.7704846158342914,0.6547932695923,0.13157894736842105
61,0.7530223786285071,0.7140181691993516,0.28421052631578947
62,0.7425839255295352,0.8405637019229399,0.34831460674157305
63,0.7366384729460946,0.8505505387062786,0.13761467889908258
64,0.6737030478845646,0.8536467294516262,0.19090909090909092
65,0.7090988414368122,0.8706831669430395,0.23469387755102042
66,0.7431736299854623,0.6465058145957807,0.3333333333333333
67,0.7126406245210337,0.5047661803609033,0.21951219512195122
68,0.7199775182664085,0.4784933902210068,0.14925373134328357
69,0.6052706842180525,0.7186093422025936,0.12280701754385964
70,0.5679814822291305,0.7422388894841392,0.04838709677419355
71,0.6363652291734804,0.48056550240722384,0.2647058823529412
72,0.66427549968406,0.521814465042912,0.15384615384615385
73,0.6145884250659889,0.7220864898057943,0.33962264150943394
74,0.707577834000984,0.5827566012273302,0.25925925925925924
75,0.6798254823732531,0.643403995366457,0.023809523809523808
76,0.6579259342892627,0.5658664407936097,0.23529411764705882
77,0.5740887658109423,0.5521876185049183,0.1935483870967742
78,0.6000713775874377,0.6126932518321629,0.16666666666666666
79,0.5730083857442347,0.5689308042233552,0.027777777777777776
80,0.5512890324276621,0.5780053672582061,0.18421052631578946
81,0.5576264739444656,0.7366995835705702,0.2857142857142857
