"auc","precision","recall","f1measure","gmean","recall20","MCC","fp","fn","waste_effort","all_effort"
0.766649209243382,0.651898734177215,0.297687861271676,0.408730158730159,0.534301825899802,0.872832369942196,0.355714452689359,110,486,17676,52739
0.775544975105041,0.626780626780627,0.325443786982249,0.428432327166504,0.556192177103729,0.875739644970414,0.361480990724071,131,456,25838,52941
0.759287702515694,0.661392405063291,0.292307692307692,0.405431619786615,0.52966083781413,0.841958041958042,0.353532347186512,107,506,31417,73055
0.766067414516059,0.69023569023569,0.29243937232525,0.410821643286573,0.531270461525646,0.851640513552068,0.36854533564691,92,496,28967,75449
0.781195497066751,0.659375,0.313988095238095,0.425403225806452,0.548932006854513,0.866071428571429,0.373028833585881,109,461,17687,69988
0.768651079935769,0.671732522796353,0.313031161473088,0.427053140096618,0.548094017390372,0.864022662889518,0.374018679331422,108,485,24880,60095
0.780092899978582,0.675767918088737,0.282857142857143,0.398791540785499,0.522288610844404,0.838571428571429,0.355976860574256,95,502,24331,80416
0.770567009970489,0.632398753894081,0.290414878397711,0.398039215686275,0.526588134911881,0.848354792560801,0.338240953387456,118,496,27752,70804
0.778857808190416,0.616022099447514,0.338391502276176,0.436826640548482,0.566559742203591,0.839150227617602,0.367521724478054,139,436,31908,81079
0.776158205133929,0.666666666666667,0.324888226527571,0.43687374749499,0.558524551453183,0.852459016393443,0.384875884781803,109,453,21499,61623
0.771096144047226,0.628654970760234,0.315712187958884,0.420332355816227,0.548423129158445,0.84287812041116,0.356836351067682,127,466,24321,69158
0.776476656512628,0.631736526946108,0.303597122302158,0.410106899902818,0.538126088943168,0.847482014388489,0.348478441416869,123,484,20644,62836
0.76939247670135,0.659442724458204,0.310495626822157,0.422200198216055,0.545692103151812,0.841107871720117,0.368690884251816,110,473,24944,62002
0.771819085353208,0.675496688741722,0.293525179856115,0.409227683049147,0.531747712750036,0.867625899280576,0.363777107691483,98,491,11168,49164
0.768176560259667,0.636636636636637,0.30028328611898,0.408084696823869,0.535510127447245,0.848441926345609,0.348336181422221,121,494,27135,63316
0.775180562353837,0.586626139817629,0.285925925925926,0.384462151394422,0.521201134613669,0.85037037037037,0.318419094716983,136,482,18612,56991
0.761342552587902,0.620396600566572,0.3215859030837,0.423597678916828,0.552844939771669,0.84287812041116,0.356751085151836,134,462,29236,80767
0.778643523617724,0.633802816901408,0.345622119815668,0.447316103379722,0.573606212244209,0.840245775729647,0.382625124974048,130,426,24935,71500
0.781971374686526,0.64375,0.295552367288379,0.405113077679449,0.531861172101214,0.856527977044476,0.348964419945445,114,491,19896,79268
0.770342997246523,0.680597014925373,0.328530259365994,0.443148688046647,0.561677603375429,0.825648414985591,0.390488737329015,107,466,28666,93649
0.787096050426649,0.653495440729483,0.312046444121916,0.422396856581532,0.546650789156194,0.854862119013062,0.366522799107863,114,474,29974,75691
0.780589182887586,0.654362416107383,0.286343612334802,0.398365679264556,0.524644356744133,0.841409691629956,0.349951884245864,103,486,27381,68612
0.77250654413308,0.662576687116564,0.305949008498584,0.418604651162791,0.541564607079851,0.848441926345609,0.364203823447091,110,490,25408,62277
0.785704506643063,0.667721518987342,0.313988095238095,0.427125506072875,0.549188302014768,0.845238095238095,0.376037032339152,105,461,27212,65860
0.774061784701582,0.675516224188791,0.325284090909091,0.439117929050815,0.558424165179081,0.849431818181818,0.38371660231677,110,475,22442,74107
0.761674024359121,0.626112759643917,0.305797101449275,0.410905550146057,0.53977849174632,0.83768115942029,0.347732838797208,126,479,31157,80026
0.768954158120006,0.677053824362606,0.335203366058906,0.448405253283302,0.566645332820077,0.85133239831697,0.391332696805201,114,474,27717,77874
0.761286435584306,0.664634146341463,0.307909604519774,0.420849420849421,0.543310286248037,0.862994350282486,0.366389963296832,110,490,30095,79504
0.753169850135061,0.562700964630225,0.284090909090909,0.377562028047465,0.519414802215579,0.855519480519481,0.311854685042145,136,441,24598,62215
0.768689591444142,0.65266106442577,0.330028328611898,0.438381937911571,0.560936120214626,0.854107648725212,0.37475909788296,124,473,23603,74844
0.780079898214774,0.673202614379085,0.290550070521862,0.405911330049261,0.528778370435868,0.877291960507757,0.358673663977762,100,503,15688,53997
0.777229917634692,0.678125,0.307801418439716,0.423414634146341,0.543971647686611,0.856737588652482,0.373436093756947,103,488,17342,64734
