,time_auc,time_f1measure
0,0.872007293,0.820237595
1,0.869193051,0.75446202
2,0.888107893,0.766364801
3,0.861416603,0.783337902
4,0.794101962,0.628649907
5,0.775789004,0.727494416
6,0.82148797,0.74218872
7,0.862246681,0.778541756
8,0.895670628,0.800068195
9,0.900237621,0.829355407
10,0.810358094,0.73968851
11,0.767006137,0.62910379
12,0.857640425,0.800998086
13,0.880595951,0.817033462
14,0.855380002,0.850508304
15,0.828528249,0.808975623
16,0.912839423,0.902557103
17,0.891330049,0.868680271
18,0.830799801,0.761697031
19,0.859556637,0.813894162
20,0.855593607,0.769902921
21,0.895985401,0.820966711
22,0.76881068,0.762583302
23,0.776482021,0.691595925
24,0.872424242,0.834823529
25,0.853634085,0.81465431
26,0.920643939,0.846998341
27,0.823671498,0.723281121
28,0.805555556,0.733566195
29,0.805732484,0.726879394
30,0.845443716,0.778644088
31,0.804008329,0.841033668
32,0.79080534,0.858853182
33,0.861862116,0.786820395
34,0.924842105,0.791798821
35,0.824209486,0.807276347
36,0.84960302,0.796036841
37,0.862736959,0.825294701
38,0.846161379,0.820502793
39,0.888196248,0.756775239
40,0.865049167,0.828296243
41,0.889249436,0.859914781
42,0.922726286,0.830034722
43,0.713829526,0.66274432
44,0.730893573,0.642251636
45,0.838591516,0.757331144
46,0.756738988,0.663855985
47,0.933301189,0.872157165
48,0.891796875,0.692871573
49,0.864276961,0.805652026
50,0.732894737,0.735595243
51,0.64204878,0.716094848
52,0.761547619,0.705673118
53,0.856534469,0.658520691
54,0.72030262,0.656284754
55,0.709401709,0.787566701
56,0.801587302,0.827763247
57,0.588461538,0.896403848
58,0.654255319,0.87877907
59,0.777108434,0.827501338
60,0.811403509,0.709486697
61,0.555555556,0.294567864
62,0.936813187,0.951464385
63,0.861328125,0.645597962
64,0.841517857,0.702430275
65,0.830729167,0.851082808
66,0.838636364,0.923433584
67,0.909090909,0.886904762
68,0.363636364,0.533333333
69,0.65625,0.79245283
70,0.62962963,0.772727273
