,time_auc,time_f1measure
0,0.891493384,0.817655231
1,0.83437942,0.756494484
2,0.892534217,0.79674758
3,0.867716466,0.743014289
4,0.834147135,0.668780216
5,0.767347855,0.693233363
6,0.801298009,0.735039765
7,0.863197089,0.79579858
8,0.913150381,0.849146027
9,0.864266304,0.833662432
10,0.862718542,0.746007602
11,0.799406724,0.631647653
12,0.863124442,0.805213874
13,0.891697192,0.848317935
14,0.861353359,0.842833557
15,0.90975976,0.89502377
16,0.922050817,0.882417898
17,0.883567554,0.846744269
18,0.848811498,0.772749829
19,0.89042777,0.829156339
20,0.884132841,0.838749122
21,0.889496198,0.800440727
22,0.787688442,0.692459333
23,0.778389431,0.697886588
24,0.870306234,0.858480898
25,0.876296887,0.804050633
26,0.883377425,0.863400133
27,0.886309524,0.758738058
28,0.860169492,0.670400729
29,0.894787645,0.809990067
30,0.878787879,0.83709187
31,0.843875969,0.854238048
32,0.808199541,0.844587136
33,0.916615573,0.813139446
34,0.91538297,0.799203786
35,0.869037913,0.759396628
36,0.851422851,0.76652365
37,0.882220555,0.816975651
38,0.883993743,0.871652807
39,0.850876661,0.788443058
40,0.856196614,0.785194803
41,0.884943182,0.839553017
42,0.931409131,0.811042139
43,0.763850932,0.624244752
44,0.773752013,0.675144608
45,0.784408204,0.616789709
46,0.771255061,0.69324788
47,0.916721745,0.844276557
48,0.908095238,0.831912001
49,0.875703565,0.763555746
50,0.814378415,0.665254545
51,0.746291449,0.708129782
52,0.728044987,0.634002361
53,0.85868984,0.706268891
54,0.770748299,0.692931268
55,0.733001374,0.763569863
56,0.885817308,0.832151202
57,0.493421053,0.84095034
58,0.761111111,0.912312751
59,0.760548523,0.843034483
60,0.827210884,0.774731314
61,0.588815789,0.46952381
62,0.408227848,0.629287223
63,0.864098837,0.680662879
64,0.75990099,0.734251048
65,0.80952381,0.889770546
66,0.837264151,0.898734428
67,0.854545455,0.875763126
68,0.454545455,0.625
69,0.75,0.857142857
70,0.666666667,0.8
