"auc","precision","recall","f1measure","gmean","recall20","MCC","fp","fn","waste_effort","all_effort"
0.688174712643678,0.335820895522388,0.36,0.347490347490347,0.557580982211677,0.648,0.217467001128767,178,160,30897,44182
0.680281094946379,0.354385964912281,0.405622489959839,0.378277153558052,0.592202475233272,0.799196787148594,0.255999261014137,184,148,24925,41538
0.696172291507997,0.362549800796813,0.35546875,0.358974358974359,0.558705573908863,0.35546875,0.23547780129126,160,165,33880,48515
0.734180502134151,0.357758620689655,0.353191489361702,0.355460385438972,0.559508686238041,0.693617021276596,0.240806186517648,149,152,34139,42783
0.733842939800329,0.407766990291262,0.348547717842324,0.375838926174497,0.561836961701455,0.5850622406639,0.271293620789562,122,157,32054,45010
0.66700093800631,0.304878048780488,0.333333333333333,0.318471337579618,0.538133933102634,0.551111111111111,0.194855792942254,171,150,35860,47220
0.717655419602027,0.410377358490566,0.350806451612903,0.378260869565217,0.563208931991733,0.665322580645161,0.272097618057051,125,161,29693,43534
0.704511129895745,0.388059701492537,0.380952380952381,0.384473197781885,0.576969473103883,0.571428571428571,0.256671278055116,164,169,23726,46347
0.678694192682108,0.300675675675676,0.395555555555556,0.341650671785029,0.577678678205662,0.693333333333333,0.214385431587096,207,136,26767,40993
0.747139550314192,0.420353982300885,0.378486055776892,0.39832285115304,0.584056780686979,0.780876494023904,0.292096572821073,131,156,16001,30546
0.734948756939633,0.393518518518519,0.34136546184739,0.365591397849462,0.554948865571674,0.738955823293173,0.258309715793699,131,164,29150,38541
0.685487465516618,0.336111111111111,0.470817120622568,0.392220421393841,0.619453986586667,0.466926070038911,0.251748795496346,239,136,37688,56213
0.680100459897583,0.308,0.334782608695652,0.320833333333333,0.539753372375722,0.630434782608696,0.198121146210609,173,153,30435,43725
0.700599271729724,0.346456692913386,0.374468085106383,0.359918200408998,0.571630547924092,0.736170212765957,0.239401234706487,166,147,22540,35205
0.710953108673381,0.341666666666667,0.358078602620087,0.349680170575693,0.560340635145136,0.751091703056769,0.23047290586305,158,147,21144,31329
0.682592073403849,0.329787234042553,0.394067796610169,0.359073359073359,0.581436745201771,0.745762711864407,0.234590662868533,189,143,31022,41710
0.710281267328247,0.373134328358209,0.427350427350427,0.398406374501992,0.611401765436249,0.786324786324786,0.285907699739211,168,134,23370,35776
0.719538550817441,0.336996336996337,0.398268398268398,0.365079365079365,0.585432952443952,0.601731601731602,0.242030570139219,181,139,33349,46773
0.715808595508625,0.347670250896057,0.405857740585774,0.374517374517375,0.59184248182232,0.405857740585774,0.252722636683671,182,142,38760,55561
0.692570226712603,0.347972972972973,0.434599156118143,0.386491557223265,0.608664539977559,0.708860759493671,0.262846333832952,193,134,26654,44253
0.686119573495811,0.334745762711864,0.318548387096774,0.326446280991736,0.52958327283499,0.770161290322581,0.203045111974965,157,169,23089,30820
0.707125706903276,0.404761904761905,0.3984375,0.401574803149606,0.59314285609616,0.78515625,0.283216129081689,150,154,25455,37349
0.690492706858723,0.352517985611511,0.410041841004184,0.379110251450677,0.595543743226215,0.728033472803347,0.258803381873288,180,141,26470,41756
0.698332295796337,0.340248962655602,0.356521739130435,0.348195329087049,0.560181765705336,0.717391304347826,0.23220199064665,159,148,26114,36042
0.696560235236338,0.333333333333333,0.452282157676349,0.383802816901408,0.614388906112784,0.713692946058091,0.254734236665029,218,132,32686,44460
0.681994834971025,0.350597609561753,0.366666666666667,0.358452138492872,0.567002257126722,0.745833333333333,0.239063154217909,163,152,22686,33393
0.718032490157926,0.383928571428571,0.351020408163265,0.366737739872068,0.561442680210664,0.824489795918367,0.258438516540505,138,159,23229,31981
0.714601102782803,0.309734513274336,0.330188679245283,0.319634703196347,0.539433218088955,0.726415094339623,0.20591252745552,156,142,24892,35715
0.698230612800436,0.355555555555556,0.395061728395062,0.374269005847953,0.584437326425168,0.687242798353909,0.24895802147144,174,147,23528,38576
0.703225438362938,0.389423076923077,0.331967213114754,0.358407079646018,0.547138920257162,0.684426229508197,0.249714779119177,127,163,30041,43139
0.697402526451253,0.37219730941704,0.32295719844358,0.345833333333333,0.536366350212305,0.731517509727626,0.226486370397788,140,174,16147,34274
0.704856356930516,0.36,0.368852459016393,0.364372469635628,0.569601476850721,0.786885245901639,0.246017518487727,160,154,20616,35393
0.713731892698378,0.351351351351351,0.374485596707819,0.362549800796813,0.57248969632092,0.765432098765432,0.243286854206854,168,152,23570,38566
0.715765434858986,0.342465753424658,0.418410041841004,0.376647834274953,0.597566583711074,0.761506276150628,0.251071335689131,192,139,25666,38329
0.694908805031447,0.330645161290323,0.341666666666667,0.336065573770492,0.546682389710996,0.6875,0.213510515918519,166,158,25372,44589
0.692357774439591,0.301948051948052,0.440758293838863,0.358381502890173,0.606655984915909,0.687203791469194,0.237239479905694,215,118,29291,45129
0.646205357142857,0.287925696594427,0.411504424778761,0.33879781420765,0.584023356260172,0.402654867256637,0.208740107739899,230,133,30831,53896
0.712246769046318,0.396135265700483,0.317829457364341,0.352688172043011,0.536385264952999,0.771317829457364,0.244348592566772,125,176,18706,34755
0.68945096858376,0.329365079365079,0.34156378600823,0.335353535353535,0.545496674141601,0.637860082304527,0.20963938730703,169,160,32346,39692
0.713935088935089,0.335,0.322115384615385,0.32843137254902,0.53847210868086,0.764423076923077,0.225989628203274,133,141,18592,32588
0.712278984798069,0.346715328467153,0.405982905982906,0.374015748031496,0.592037926025367,0.735042735042735,0.252795888789192,179,139,26562,37948
0.683934998045975,0.338192419825073,0.449612403100775,0.386023294509151,0.610586852258778,0.445736434108527,0.24993047401664,227,142,35297,56846
0.683535992217899,0.347972972972973,0.40234375,0.373188405797101,0.584734051091465,0.6796875,0.238231181978772,193,153,28069,46338
0.700977870778439,0.39662447257384,0.358778625954198,0.376753507014028,0.56523825898615,0.690839694656489,0.259629127231208,143,168,25228,37520
0.711577573085603,0.371428571428571,0.336206896551724,0.352941176470588,0.549938803655194,0.767241379310345,0.245742916172773,132,154,27393,38262
0.693640148011101,0.333333333333333,0.330434782608696,0.331877729257642,0.540619147863698,0.730434782608696,0.215710043140043,152,154,22134,34946
0.677138822520756,0.335664335664336,0.403361344537815,0.366412213740458,0.588105415380561,0.743697478991597,0.242336801846073,190,142,27974,38745
0.685294854137974,0.336065573770492,0.33469387755102,0.335378323108384,0.541399861415899,0.791836734693877,0.210810762912138,162,163,17641,28149
0.70148230422203,0.340080971659919,0.383561643835616,0.360515021459227,0.580193325994366,0.383561643835616,0.248566290721736,163,135,34390,49957
0.702474090465684,0.318518518518519,0.375545851528384,0.344689378757515,0.568987191183919,0.720524017467249,0.222273675015968,184,143,28451,40794
0.704226020892688,0.325490196078431,0.354700854700855,0.339468302658487,0.556335634665107,0.67948717948718,0.219446747186662,172,151,26949,42168
0.709687161878847,0.409302325581395,0.342412451361868,0.372881355932203,0.556454855089798,0.614785992217899,0.265560847259199,127,169,29654,45804
0.709042708801433,0.361867704280156,0.370517928286853,0.366141732283465,0.569665454919204,0.681274900398406,0.244031490224277,164,158,25163,40625
0.678247753951079,0.333333333333333,0.308695652173913,0.320541760722348,0.525012139609639,0.769565217391304,0.208167416637881,142,159,25110,32924
0.684107278063188,0.329545454545455,0.352226720647773,0.340508806262231,0.551404870763743,0.352226720647773,0.209772080027891,177,160,41306,55600
0.704087312150618,0.325,0.366935483870968,0.34469696969697,0.561167864818021,0.762096774193548,0.214484184920562,189,157,25238,37991
0.699529093403245,0.342756183745583,0.405857740585774,0.371647509578544,0.591168495745932,0.698744769874477,0.249452569488572,186,142,29074,43634
0.686116377901275,0.321033210332103,0.378260869565217,0.347305389221557,0.57090283104706,0.665217391304348,0.224510183631784,184,143,29583,42045
0.714987390453606,0.353211009174312,0.306772908366534,0.328358208955224,0.522898541951303,0.705179282868526,0.209870134983387,141,174,25104,40032
0.697617586912065,0.286885245901639,0.311111111111111,0.298507462686567,0.519228098890626,0.311111111111111,0.171874399240636,174,155,52276,63800
0.705979614624789,0.318548387096774,0.372641509433962,0.343478260869565,0.569964654509118,0.716981132075472,0.229132694169982,169,133,25655,35751
0.702583180339485,0.354545454545455,0.329113924050633,0.341356673960613,0.541700082713264,0.675105485232067,0.227613889031231,142,159,29868,41424
0.677901275765588,0.306122448979592,0.376569037656904,0.337711069418386,0.563611506748043,0.376569037656904,0.202794796700584,204,149,43470,58097
0.709688646692058,0.365217391304348,0.370044052863436,0.367614879649891,0.573926920662756,0.73568281938326,0.258776814150779,146,143,21135,30138
0.679876424842868,0.301587301587302,0.350230414746544,0.32409381663113,0.551601581877983,0.714285714285714,0.205914492690148,176,141,35843,46066
0.723535682929888,0.36734693877551,0.378151260504202,0.372670807453416,0.578281837304551,0.789915966386555,0.259381111720291,155,148,20210,30882
0.715399321723137,0.38671875,0.370786516853933,0.378585086042065,0.570696715075761,0.617977528089888,0.253395195482186,157,168,30836,48116
0.685375581208915,0.327645051194539,0.415584415584416,0.366412213740458,0.593643848683439,0.701298701298701,0.239842785263549,197,135,26561,46345
0.693304594565099,0.360995850622407,0.345238095238095,0.352941176470588,0.551925582610098,0.742063492063492,0.231755345639945,154,165,24327,37428
0.698677863737791,0.371980676328502,0.337719298245614,0.354022988505747,0.551617389105773,0.754385964912281,0.248545677818839,130,151,18254,27549
0.711139199655766,0.395256916996047,0.396825396825397,0.396039603960396,0.592542663599104,0.80952380952381,0.281163331534359,153,152,23742,36759
0.690537940537941,0.33469387755102,0.354978354978355,0.34453781512605,0.558156619183909,0.770562770562771,0.227058746314582,163,149,29511,41823
0.691462411097396,0.36480686695279,0.320754716981132,0.34136546184739,0.532712858375536,0.720754716981132,0.21646618621237,148,180,24693,34915
0.687287206416989,0.301694915254237,0.402714932126697,0.344961240310078,0.583506569251093,0.633484162895928,0.221028175900805,206,132,28974,43281
0.686373192788434,0.337209302325581,0.402777777777778,0.367088607594937,0.590948589142494,0.685185185185185,0.251004238846756,171,129,33184,45997
0.709075425343553,0.384879725085911,0.455284552845528,0.417132216014898,0.627591337346112,0.569105691056911,0.2997068305254,179,134,31249,46398
0.695384155455904,0.331058020477816,0.388,0.357274401473296,0.575467574886622,0.744,0.226761514953565,196,153,25582,33629
0.699669421487603,0.336507936507937,0.43801652892562,0.380610412926391,0.607392475945093,0.43801652892562,0.252726825990942,209,136,42740,59452
0.717947783296123,0.417293233082707,0.435294117647059,0.426103646833013,0.618895669281589,0.772549019607843,0.309968750400696,155,144,17165,38017
0.703386606362936,0.368243243243243,0.434262948207171,0.39853747714808,0.610102765259735,0.430278884462151,0.273077231335075,187,142,33976,51047
0.703138187221397,0.383966244725738,0.364,0.373716632443532,0.569664012964802,0.74,0.261186851833603,146,159,25891,37901
0.714091671849514,0.379699248120301,0.397637795275591,0.388461538461539,0.590548814590155,0.724409448818898,0.26962772359801,165,153,21557,37924
0.698737936154417,0.323024054982818,0.427272727272727,0.367906066536204,0.603973256365773,0.627272727272727,0.251051786782578,197,126,35807,52423
0.701573385422876,0.369175627240143,0.407114624505929,0.387218045112782,0.593042306060332,0.758893280632411,0.260695603325402,176,150,19965,36185
0.682315426563893,0.303418803418803,0.303418803418803,0.303418803418803,0.515258627284836,0.735042735042735,0.178418803418803,163,163,19337,30145
0.6736694451537,0.32,0.422907488986784,0.364326375711575,0.599675737601825,0.784140969162996,0.244312621900929,204,131,23194,34329
0.709298061812467,0.328413284132841,0.38695652173913,0.355289421157685,0.577862293071453,0.730434782608696,0.233867442951258,182,141,31620,40764
0.688522541633141,0.344036697247706,0.30241935483871,0.321888412017167,0.519356860485535,0.709677419354839,0.204961462880415,143,173,21591,32104
0.695728479895998,0.351351351351351,0.37603305785124,0.363273453093812,0.573334146749965,0.615702479338843,0.24339480408841,168,151,29607,44069
0.692082842381945,0.339222614840989,0.403361344537815,0.36852207293666,0.587579751516793,0.399159663865546,0.242018620830832,187,142,43446,58980
0.670501427088739,0.310204081632653,0.323404255319149,0.316666666666667,0.530797737066712,0.736170212765957,0.191311092662595,169,159,21858,31161
0.696569664488427,0.378504672897196,0.338912133891213,0.357615894039735,0.552401895258852,0.748953974895398,0.250542692682339,133,158,24251,37152
0.699814343581221,0.328125,0.362068965517241,0.344262295081967,0.561404035492905,0.724137931034483,0.223409822535572,172,148,31610,42344
0.700796367911623,0.327586206896552,0.276699029126214,0.3,0.502038524414367,0.733009708737864,0.201669473299374,117,149,22743,30424
0.695424741062479,0.332179930795848,0.438356164383562,0.377952755905512,0.611451035538149,0.438356164383562,0.260584707991394,193,123,36708,55705
0.704660698635282,0.357758620689655,0.338775510204082,0.348008385744235,0.547782558880983,0.497959183673469,0.229574659541247,149,162,34426,48691
0.725938304918435,0.365853658536585,0.362903225806452,0.364372469635628,0.565554231150628,0.633064516129032,0.245076713504725,156,158,25816,43631
0.688508422664625,0.34136546184739,0.34,0.340681362725451,0.545256588515958,0.736,0.214773659708416,164,165,25846,37628
0.681023357118476,0.323024054982818,0.4,0.357414448669202,0.582924845152008,0.642553191489362,0.229170260424461,197,141,32502,43676
0.694175061984119,0.3625,0.352226720647773,0.357289527720739,0.55718129304126,0.785425101214575,0.236364140758973,153,160,18413,29167
0.710430785662517,0.319702602230483,0.364406779661017,0.340594059405941,0.560695498749728,0.394067796610169,0.215418670278837,183,150,34808,49517
0.706362443778111,0.342412451361868,0.366666666666667,0.354124748490946,0.565875333049359,0.754166666666667,0.233399087389726,169,152,19605,32956
0.656566731141199,0.303977272727273,0.45531914893617,0.364565587734242,0.608941011415411,0.446808510638298,0.230844096850641,245,128,33777,58242
0.696017062676322,0.344398340248963,0.33739837398374,0.340862422997947,0.544904410505711,0.609756097560976,0.21925684138245,158,163,31038,40682
0.710788064269319,0.365461847389558,0.372950819672131,0.369168356997972,0.572595596174506,0.614754098360656,0.249998350665848,158,153,36783,47078
0.697391872623574,0.340298507462687,0.4453125,0.385786802030457,0.608664857491581,0.7578125,0.249991579633742,221,142,22074,35285
0.717861856430953,0.360153256704981,0.40343347639485,0.380566801619433,0.592660524142357,0.759656652360515,0.261812740259238,167,139,23076,40600
0.663096160230165,0.330232558139535,0.289795918367347,0.308695652173913,0.507416657305449,0.66530612244898,0.18811177109285,144,174,29362,41753
0.676098340013206,0.340909090909091,0.36734693877551,0.353634577603143,0.565023764314889,0.63265306122449,0.22940071270673,174,155,32277,48134
0.689435016313405,0.37007874015748,0.356060606060606,0.362934362934363,0.558508959902766,0.352272727272727,0.235739713733269,160,170,28631,45232
0.706170658682635,0.377431906614786,0.388,0.382642998027613,0.584408191362627,0.684,0.265257056530838,160,153,28988,41415
0.724779138927478,0.384955752212389,0.337209302325581,0.359504132231405,0.548494446653414,0.709302325581395,0.242088655080952,139,171,27611,38667
